Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
139760155;0633911807415, 2950025621361;07415;07415;Grading;De stijltang gaat na een paar seconde vanzelf uit – Bij gebruik een vonk en kortsluiting – De stijltang gaat niet aan| The hair straightener turns off by itself after a few seconds – Sparks and a short circuit during use – The hair straightener does not turn on.| ????? ????? ????? ?? ????? ????? ??? ??? ????? – ????? ???? ?? ??????? ????? ????????? – ????? ????? ?? ????.|
140042262;8711252146492;46492;46492;Grading;| Stangplastic afgebroken, stukje los, zuigbuis gescheurd. | Rod plastic broken, piece loose, suction tube torn. | ????????? ?? ?????? ?????? ???? ??????? ????? ????? ????. |
140843018;8720256940272, 2950023019566;CG100;CG100;Grading;Scharnier is kapot – product doet het niet| Hinge is broken – product does not work| ??????? ?????? - ?????? ?? ????
140843020;8720256940296, 2950024003250;HB200;HB200;Grading;Het product werkt niet in alle snelheidsstanden| The product does not work in all speed settings| ?????? ?? ???? ?? ???? ??????? ??????
141062618;5706751061585, 2950023141366;PFF-1037BLACK;PFF-1037BLACK;Grading;Controleer product op defect en beschadiging doordat opstart vertraagd is, het apparaat vastloopt, niet reageert op invoer en uitvalt met fysieke schade. | Check product for defect and damage as startup is delayed, the device freezes, does not respond to input and shuts down with physical damage. | ???? ?? ?????? ????? ??? ???? ??? ????? ??????? ?????? ?????? ??? ?????? ??????? ?????? ?? ???? ??? ????.
141062648;5706751054488, 2950021828368;MFR-400WHITE;MFR-400WHITE;Grading;Koelt niet – maakt piepend geluid| Does not cool – makes a squeaking noise| ?? ???? – ???? ??? ????.
141154644;5706751040726, 2950014176445;S0420446:S0420402;S0420446:S0420402;Grading;Het apparaat is niet aan te zetten wanneer hij via het netsnoer verbonden is in het stopcontact – product gaat niet aan| The device cannot be turned on when it is connected to the power outlet via the power cord – the product does not turn on| ?? ???? ????? ?????? ??? ?????? ????? ???????? ??? ??? ?????? – ?????? ?? ????.
141205340;4008496942978;6942978;6942978;Grading;Word alleen warm, komt geen lucht uit – brandlucht| Only gets warm, no air comes out – burning smell| ???? ???? ?? ???? ???? – ????? ??????.|
141205423;8711292031031;2031031;2031031;Palletzending, Grading;De lampjes werken niet in het bovenste gedeelte - 1 van de 3 aansluitingen werkt niet, lampjes van die rij branden dan niet -  de stekker maakt een luid piepend geluid wanneer je deze in het stopcontact steekt| The lights don’t work in the upper section – 1 of the 3 connections doesn’t function, so the lights in that row don’t turn on – the plug makes a loud squealing noise when inserted into the socket| ???????? ?? ???? ?? ????? ?????? – ??? ????????? ??????? ?? ????? ???? ?? ???? ???????? ?? ??? ???? – ?????? ???? ??? ???? ???? ??? ?????? ?? ??????.
142061299;8720387918348, 2950027090776;8720387918348;8720387918348;Grading;Scherm kapot (Licht grijs) - Testen | Screen broken (Light gray) - Test it | ?????? ?????? (????? ????) - ??????
142061386;8720387918003, 6013721346320;6013721346320;6013721346320;Grading;Aan-/uitknop brand maar event , niet koppelen - compleet? | On/off button lights up briefly, does not connect – complete? | ?? ???????/??????? ???? ????? ?????? ?? ???? – ?????
142126568;4260489780602, 2950024697183, X0011ONQQ7, X001X5FY9V;CHEF000040;CHEF000040, 2950024697183;Grading;Product kan niet in elkaar worden gezet – product is incompleet| he product cannot be assembled – The product is incomplete| ?? ???? ????? ?????? – ?????? ??? ?????.
142126585;4260489780633, X001IRW3TD, 2950024697312, X00143YR27;CHEF000043;CHEF000043, X001IRW3TD, 2950024697312;Grading;Het product kan niet in elkaar worden gezet (kapotte schroef) – onderdelen gebroken – het schroefdraad past niet in de fruitschaal| The product cannot be assembled (broken screw) – Parts are broken – The thread does not fit into the fruit bowl| ?? ???? ????? ?????? (???? ?????) – ??????? ?????? – ????? ?? ?????? ?? ???? ???????.
142415996;8719326810669, 2950012755505;2950012755505;2950012755505;Grading;| Sado gun laad niet op, apparaat gaat aan maar werkt niet, geen functionaliteit. | Sado gun does not charge, device turns on but does nothing, no functionality. | ???? ?? ?? ????? ?????? ???? ???? ?? ???? ?????? ?? ???? ?????. |
142523798;8719992724123, 2950014247534;B-SB-65-LightGrey;B-SB-65-LightGrey;Grading;Product is niet compleet| The product is incomplete| ?????? ??? ?????|
142523893;8719992724369, 2950014665444;B-SB-65-Black;B-SB-65-Black;Grading;De grote van de bal en hoes komen niet overeen met wat er besteld is – hoes past niet om de bal| The size of the ball and cover do not match what was ordered – the cover does not fit the ball| ??? ????? ??????? ?? ?????? ?? ?? ?? ???? – ?????? ?? ????? ?????|
142524204;8720254700151, 2950020576352;B-WS-H-Black;B-WS-H-Black;Grading;Controleer product op defect en incompleetheid doordat de kruk niet op hoogte blijft, bedieningshendels niet werken en de gascilinder ontbreekt of niet functioneert. | Check product for defect and incompleteness as the stool does not stay at the set height, the control levers do not work and the gas cylinder is missing or not functioning. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ?????? ?? ???? ??? ???????? ??????? ????? ?????? ?? ????? ?????????? ??????? ?????? ?? ?? ????.
142524205;8720254700168, 2950020576338;B-WS-H-White;B-WS-H-White;Grading;Controleer product op defect doordat de stoel niet op hoogte blijft en telkens terugschuift naar de hoogste stand en niet correct vastklemt. | Check product for defect as the stool does not stay at the selected height and keeps returning to the highest position and does not lock properly. | ???? ?? ?????? ????? ??? ??? ?? ???? ?????? ??? ???????? ?????? ????? ?????? ??? ???? ??? ??? ???? ???? ????.
142524230;8720254700298, 2950023264645;B-SB-75-DarkBlue;B-SB-75-DarkBlue;Grading;De bal is lek| The ball is leaking| ????? ??????|
142524233;8720254700311, 2950023264676;B-SB-55-DarkBlue;B-SB-55-DarkBlue;Grading;| Artikel nat, bekleding beschadigd, bal defect/te groot/verliest lucht | Item wet, cover scratched, ball defective/too large/loses air | ?????? ????? ?????? ?????? ????? ?????/????? ????/???? ?????? |
142906057;5410329707545;BP-USC06;BP-USC06;Grading;Lampje gaat aan, maar apparaat doet verder niets als je op de knop drukt – product gaat niet aan| Light comes on but device does nothing when you press the button – product does not turn on| ???? ?????? ??? ?????? ?? ???? ????? ??? ????? ??? ???? - ?????? ?? ????
142929448;8720726588058, 2950026280833;588058;588058;Grading;Werkend?
143088627;8720195251477, 2950017110774;251477;251477;Grading;Luchtbed heeft een gat – luchtbed loopt leeg| The air mattress has a hole – the air mattress is deflating| ????? ?????? ??? ??? – ????? ?????? ????|
143088628;8720195251484;251484;2950017110798;Grading;Luchtbed loopt na een paar uur leeg| The air mattress deflates after a few hours| ????? ?????? ???? ??? ??? ?????|
143088666;8720195250326, 2950013721646;250326;250326;Grading;Lampje laadt niet op - kabeltje is defect - er ontbreekt een onderdeel om voorlicht op de fiets te bevestigen – achterlampje doet het niet| The light does not charge – the cable is defective – a part is missing to attach the front light to the bike – the rear light does not work| ??????? ?? ???? – ?????? ???? – ??? ????? ?????? ??????? ??????? ??? ??????? – ??????? ?????? ?? ????|
143088685;8720195252689, 2950021615425, 8720195252733, B09CV61TN7;252689;252689, X001JAJUQX;Grading;Pomp is kapot (product kan niet worden opgepompt)- Hendel van de draagtas is kapot| The pump is broken (the product cannot be inflated) – The handle of the carry bag is broken| ?????? ?????? (?? ???? ??? ??????) – ???? ????? ????? ?????|
143088692;8720195256380, 2950027027109;256380;256380, 2950027027109;Grading;Pomp is kapot (product kan niet worden opgepompt)- Hendel van de draagtas is kapot| The pump is broken (the product cannot be inflated) – The handle of the carry bag is broken| ?????? ?????? (?? ???? ??? ??????) – ???? ????? ????? ?????|
143088697;8720195256403, 2950027027086, 2950026668419;256403;256403;Grading;Pomp is kapot (product kan niet worden opgepompt)- Hendel van de draagtas is kapot| The pump is broken (the product cannot be inflated) – The handle of the carry bag is broken| ?????? ?????? (?? ???? ??? ??????) – ???? ????? ????? ?????|
143088856;8720195251439, 2950017030157;251439;251439;Grading;Parasol gaat niet open| The parasol does not open| ?????? ?? ????|
143088898;8720195252597, 2950021616606;252597;252597;Grading;De schroefdraad die de twee delen van de paal met elkaar verbindt, is kapot - het optrekkoord ontbreekt| The thread that connects the two parts of the pole is broken – the pull cord is missing| ????? ???? ???? ??????? ?? ?????? ????? – ????? ?????? ?????|
143088902;8720195252634, 2950021616064;252634;252634;Grading;Er zit geen koortje in de katrol – parasol gaat niet open| There is no cord in the pulley – the parasol does not open| ?? ???? ??? ?? ?????? – ?????? ?? ????|
143088946;8720195253266, 2950022993546;253266;253266;Grading;De clip op de tas is afgebroken – De ophangbeugel is afgebroken| he clip on the bag is broken – The hanging bracket is broken| ?????? ??? ??????? ????? – ????? ??????? ??????|
143088959;8720195251491, 2950017313953, 8720195257950, B0C1SS3L55;251491;251491, X001RA6OU5;Grading;| Clipje van paal ontbreekt, één ijzeren poot geknakt | Clip of pole missing, one iron leg bent | ???? ?????? ?????? ???? ?????? ???????? ????? |
143088966;8720195252856, 2950021803211;252856;252856;Grading;De borgpen ontbreekt in de poten - borgpen komt niet naar buiten om de poot op hoogte vast te zetten - Het dakzeil bevat (roest)vlekken – De stangen zijn afgebroken – product is niet compleet - de partytent kan niet op slot worden gezet|The locking pin is missing in the legs – the locking pin does not come out to secure the leg at the desired height – The tarpaulin has (rust) stains – The poles are broken – The product is incomplete – The party tent cannot be locked| ???? ????? ????? ?? ?????? – ???? ????? ?? ???? ?????? ????? ??? ???????? ??????? – ?????? ?????? ????? ??? ??? (???) – ??????? ?????? – ?????? ??? ????? – ?? ???? ??? ???? ???????|
143088975;8720195253792, 2950024691280;253792;253792;Grading;De borgpen ontbreekt in de poten - borgpen komt niet naar buiten om de poot op hoogte vast te zetten - Het dakzeil bevat (roest)vlekken – De stangen zijn afgebroken – product is niet compleet - de partytent kan niet op slot worden gezet|The locking pin is missing in the legs – the locking pin does not come out to secure the leg at the desired height – The tarpaulin has (rust) stains – The poles are broken – The product is incomplete – The party tent cannot be locked| ???? ????? ????? ?? ?????? – ???? ????? ?? ???? ?????? ????? ??? ???????? ??????? – ?????? ?????? ????? ??? ??? (???) – ??????? ?????? – ?????? ??? ????? – ?? ???? ??? ???? ???????|
143088976;8720195253808, 2950024691921;253808;253808;Palletzending, Stootrand, Grading;| Stangen gebroken, zijkanten te kort, hoeken sluiten niet, gaatjes en scheur in dakzeil, zeil te klein om te ritsen. | Poles broken, sides too short, corners do not close, holes and tear in roof fabric, fabric too small to zip. | ??????? ??????? ??????? ????? ????? ??????? ?? ????? ???? ????? ?? ???? ?????? ?????? ???? ???? ???????. |
143088998;8720195253358, 2950022978673, X001U6NNSR;253358;253358;Grading;Handgreep/handvat is kapot| The handle is broken| ?????? ?????|
143089021;8720195253044, 2950021970388;253044;2950021970388;Grading;Beschadigd artikel - Damaged item - ???? ????
143170283;8719632956075, 2950009721384;2950009721384;2950009721384;Grading;Het product gaat aan, maar word niet warm – de verwarming werkt niet op alle standen – product beschadigd| The product turns on but does not heat up – the heating does not work on all settings – the product is damaged| ?????? ???? ???? ?? ???? – ??????? ?? ???? ??? ???? ????????? – ?????? ????|
143170288;8720195250203, 2950013070126, 2950025718917;2950013070126;2950013070126;Grading;Product gaat niet aan – apparaat wordt heet en draait niet| The product does not turn on – the device gets hot but does not spin| ?????? ?? ???? – ?????? ???? ???? ?? ????|
143170289;8719632956082, 2950009721919;2950009721919;2950009721919;Grading;Het product wordt niet warm – het product gaat niet aan| The product does not heat up – the product does not turn on| ?????? ?? ???? – ?????? ?? ????|
143170291;8720195254324, 2950026266530, 8719632956099, 2950009722541;2950026266530;2950026266530;Grading;Het product word niet warm – de timer doet het niet| The product does not heat up – the timer does not work| ?????? ?? ???? – ?????? ?? ????|
143170300;8720195254614, 2950025702442;2950025702442;2950025702442;Omdoos, Grading;Product gaat niet aan - apparaat slaat af door overhittingbeveiliging – product wordt niet warm| The product does not turn on – the device shuts off due to overheating protection – the product does not heat up| ?????? ?? ???? – ?????? ????? ???? ????? ?? ??????? ??????? – ?????? ?? ????|
